Enabling Source,Enabling Component,Enabling Component Description,Dependent Component,Dependent Component Description,Dependent Source,Linkage mandated by what US Code or OMB policy?,Enabling Source URL,Dependent Source URL,Enabling Source Agency,Dependent Source Agency,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 2: Ensure America’s Agricultural System is Equitable, Resilient, and Prosperous","A strong and prosperous agricultural sector is essential to the well-being of the U.S. economy. America’s farmers and ranchers ensure a reliable food supply, support job growth, and promote economic development. To maintain an equitable and competitive agricultural sector, USDA will safeguard animal and plant health, support farmers and ranchers’ ability to start and maintain profitable cooperatives and businesses and offer financial support to all producers affected by natural disasters. Additionally, USDA’s research agencies will continue to introduce high-performance plants and animals and offer integrated management options to increase the efficiency of farming practices.","Farm Production and Conservation Mission Area: At the borrower level, what economic factors impact Farm Loan Program demand, delinquencies, and other risks?","Farm Production and Conservation Mission Area: At the borrower level, what economic factors impact Farm Loan Program demand, delinquencies, and other risks?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 3: Foster an Equitable and Competitive Marketplace for All Agricultural Producers,"Expanding international marketing opportunities for U.S. farmers and exporters is critical to fostering business and income growth across rural America. It is essential for USDA to continue its efforts to promote American agricultural products and exports through promotion activities, development of international standards, removal of trade barriers by monitoring and enforcing existing trade agreements, and negotiation of trade agreements that benefit the U.S. agricultural economy. USDA will also work with developing countries to grow their economies and facilitate trade, developing markets of the future for all our producers.
","USDA Equity 2: Reduce barriers to USDA programs and improve support to underserved farmers, ranchers, and landowners","USDA will take steps to reduce administrative, economical, historical, and other barriers to program access. ",USDA Equity Action Plan 2022,None,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/equity/action-plan,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 3: Foster an Equitable and Competitive Marketplace for All Agricultural Producers,"Expanding international marketing opportunities for U.S. farmers and exporters is critical to fostering business and income growth across rural America. It is essential for USDA to continue its efforts to promote American agricultural products and exports through promotion activities, development of international standards, removal of trade barriers by monitoring and enforcing existing trade agreements, and negotiation of trade agreements that benefit the U.S. agricultural economy. USDA will also work with developing countries to grow their economies and facilitate trade, developing markets of the future for all our producers.","Farm Production and Conservation Mission Area: At the borrower level, what economic factors impact Farm Loan Program demand, delinquencies, and other risks?","Farm Production and Conservation Mission Area: At the borrower level, what economic factors impact Farm Loan Program demand, delinquencies, and other risks?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 4.1: Increase Food Security Through Assistance and Access to Nutritious and Affordable Food,"USDA is committed to ensuring that every American has access to nutritious and affordable foods and beverages. The Food and Nutrition Service (FNS) is responsible for administering Federal domestic nutrition assistance programs while linking scientific research to the nutrition needs of consumers. The Department strives to make benefits accessible to those eligible to participate in nutrition assistance programs such as WIC and the Supplemental Nutrition Assistance Program (SNAP). While USDA’s ultimate objective is for economic opportunity to make nutrition assistance unnecessary for as many individuals and families as possible, the Department recognizes that this is not feasible for certain populations, such as those with special needs. This is a mission that no single agency can meet independently.",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,"The Secretary of Agriculture shall: (i) test the use of the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) benefits for online purchasing;",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,OMB A-11,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.federalregister.gov/documents/2021/12/16/2021-27380/transforming-federal-customer-experience-and-service-delivery-to-rebuild-trust-in-government,USDA,EOP,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 4.1: Increase Food Security Through Assistance and Access to Nutritious and Affordable Food,"USDA is committed to ensuring that every American has access to nutritious and affordable foods and beverages. The Food and Nutrition Service (FNS) is responsible for administering Federal domestic nutrition assistance programs while linking scientific research to the nutrition needs of consumers. The Department strives to make benefits accessible to those eligible to participate in nutrition assistance programs such as WIC and the Supplemental Nutrition Assistance Program (SNAP). While USDA’s ultimate objective is for economic opportunity to make nutrition assistance unnecessary for as many individuals and families as possible, the Department recognizes that this is not feasible for certain populations, such as those with special needs. This is a mission that no single agency can meet independently. ",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,"The Secretary of Agriculture shall: (ii) identify opportunities to reduce individuals' and families' burdens by simplifying enrollment and recertification for nutrition assistance programs such as the Supplemental Nutrition Assistance Program (SNAP) and the WIC, including expanding the use of direct certification; and",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,OMB A-11,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.federalregister.gov/documents/2021/12/16/2021-27380/transforming-federal-customer-experience-and-service-delivery-to-rebuild-trust-in-government,USDA,EOP,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 5.3: Increase Capacity, Sustainability, and Economic Vitality in Rural and Tribal Communities","At USDA, we work to increase prosperity in rural communities and for the people who call these communities home. We believe that local and Tribal governments and nonprofit organizations are critical to the success of their communities. Beyond infrastructure, these entities are on the front line of local community and economic development, and their effectiveness is a determining factor in the well-being of their communities. Similarly, businesses and cooperatives play a critical role in sustaining and growing local economies in rural and Tribal areas. However, too many local partners struggle to access Federal resources and develop public-private partnerships. USDA seeks to provide resources that help these local efforts have the expertise and staffing needed to tackle hard local problems. Capacity building resources include effective technical assistance, strategic use of information technology, regular and meaningful stakeholder engagement, and improved customer experience. USDA programs prioritize access to capital and financing for businesses and cooperatives in rural and Tribal communities to create jobs, grow the tax base, and cultivate a diverse, equitable economy. ",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,"The Secretary of State, the Secretary of the Treasury, the Secretary of the Interior, the Secretary of Agriculture, the Secretary of Commerce, the Secretary of Labor, the Secretary of Health and Human Services, the Secretary of Housing and Urban Development, the Secretary of Transportation, the Secretary of Education, the Secretary of Veterans Affairs, the Secretary of Homeland Security, the Administrator of the Small Business Administration, the Commissioner of Social Security, the Administrator of General Services, the Administrator of the United States Agency for International Development, and the Director of the Office of Personnel Management shall each submit to the Director of OMB a report including an assessment of the improvements needed in each agency's customer experience management and service design capabilities in light of this order, to be prioritized within each agency's respective available and budgeted resources.",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,OMB A-11,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.federalregister.gov/documents/2021/12/16/2021-27380/transforming-federal-customer-experience-and-service-delivery-to-rebuild-trust-in-government,USDA,EOP,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 6.2: Establish a Customer-Centric, Inclusive, High-Performing Workforce that is Representative of America and the Communities We Serve","The Department strives to make USDA a great place to work for everyone, with a focus on restoring the confidence and morale of the workforce following the COVID-19 pandemic. Through their mission delivery, engaged and empowered employees will find creative  solutions to unexpected challenges; they will bring innovation to their customer service delivery; they will display curiosity and collaboration across Agency and Mission Area lines; they will celebrate each other’s thoughts and experiences; and they will serve as ambassadors to recruit and retain a talented workforce that will ensure USDA’s continued future success and evolution. ",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,"The Secretary of State, the Secretary of the Treasury, the Secretary of the Interior, the Secretary of Agriculture, the Secretary of Commerce, the Secretary of Labor, the Secretary of Health and Human Services, the Secretary of Housing and Urban Development, the Secretary of Transportation, the Secretary of Education, the Secretary of Veterans Affairs, the Secretary of Homeland Security, the Administrator of the Small Business Administration, the Commissioner of Social Security, the Administrator of General Services, the Administrator of the United States Agency for International Development, and the Director of the Office of Personnel Management shall each submit to the Director of OMB a report including an assessment of the improvements needed in each agency's customer experience management and service design capabilities in light of this order, to be prioritized within each agency's respective available and budgeted resources.",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,OMB A-11,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf ,https://www.federalregister.gov/documents/2021/12/16/2021-27380/transforming-federal-customer-experience-and-service-delivery-to-rebuild-trust-in-government,USDA,EOP,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 4: Provide All Americans Safe, Nutritious Food","USDA plays a critical role in preventing foodborne illness and protecting public health, while ensuring Americans have access to healthy foods and beverages, as well as nutrition education that supports American agriculture and inspires public confidence. USDA is focused on ensuring that all Americans have consistent access to the safe, healthy, affordable foods and beverages essential to optimal health and well-being. While keeping the food supply safe, the Department must also reduce food insecurity and prioritize nutrition insecurity, which emphasizes providing Americans not just calories, but calories that matter for their health and well-being, as well as taking an equity lens to the Department’s efforts to make safe, nutritious food available to all Americans.",USDA Equity 3: Expand equitable access to USDA nutrition assistance programs,"Building on actions taken in 2021 to address the unprecedented levels of food insecurity and diet-related associations with COVID-19 mortality as well as promote equity – USDA will further expand access to its nutrition assistance programs to ensure that those who qualify are able to participate, those who participate get benefits that are meaningful, and those who receive those benefits can use them conveniently and in ways that promote improvements in their health and well-being. ",USDA Equity Action Plan 2022,None,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/equity/action-plan,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 4: Provide All Americans Safe, Nutritious Food","USDA plays a critical role in preventing foodborne illness and protecting public health, while ensuring Americans have access to healthy foods and beverages, as well as nutrition education that supports American agriculture and inspires public confidence. USDA is focused on ensuring that all Americans have consistent access to the safe, healthy, affordable foods and beverages essential to optimal health and well-being. While keeping the food supply safe, the Department must also reduce food insecurity and prioritize nutrition insecurity, which emphasizes providing Americans not just calories, but calories that matter for their health and well-being, as well as taking an equity lens to the Department’s efforts to make safe, nutritious food available to all Americans.","Food, Nutrition, and Consumer Services Mission Area: How effective are FNS programs in addressing the food hardship crisis caused by COVID-19 and supporting the transition to post-pandemic nutrition program operations?","Food, Nutrition, and Consumer Services Mission Area: How effective are FNS programs in addressing the food hardship crisis caused by COVID-19 and supporting the transition to post-pandemic nutrition program operations?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 4: Provide All Americans Safe, Nutritious Food","USDA plays a critical role in preventing foodborne illness and protecting public health, while ensuring Americans have access to healthy foods and beverages, as well as nutrition education that supports American agriculture and inspires public confidence. USDA is focused on ensuring that all Americans have consistent access to the safe, healthy, affordable foods and beverages essential to optimal health and well-being. While keeping the food supply safe, the Department must also reduce food insecurity and prioritize nutrition insecurity, which emphasizes providing Americans not just calories, but calories that matter for their health and well-being, as well as taking an equity lens to the Department’s efforts to make safe, nutritious food available to all Americans.","Food, Nutrition, and Consumer Services Mission Area: To what extent is racial equity incorporated into internal FNS operations and the design and administration of Federal nutrition assistance programs?","Food, Nutrition, and Consumer Services Mission Area: To what extent is racial equity incorporated into internal FNS operations and the design and administration of Federal nutrition assistance programs?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 4: Provide All Americans Safe, Nutritious Food","USDA plays a critical role in preventing foodborne illness and protecting public health, while ensuring Americans have access to healthy foods and beverages, as well as nutrition education that supports American agriculture and inspires public confidence. USDA is focused on ensuring that all Americans have consistent access to the safe, healthy, affordable foods and beverages essential to optimal health and well-being. While keeping the food supply safe, the Department must also reduce food insecurity and prioritize nutrition insecurity, which emphasizes providing Americans not just calories, but calories that matter for their health and well-being, as well as taking an equity lens to the Department’s efforts to make safe, nutritious food available to all Americans.","Food, Nutrition, and Consumer Services Mission Area: How effective are FNS’s strategies in eliminating barriers to access to nutrition assistance programs?","Food, Nutrition, and Consumer Services Mission Area: How effective are FNS’s strategies in eliminating barriers to access to nutrition assistance programs?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 4: Provide All Americans Safe, Nutritious Food","USDA plays a critical role in preventing foodborne illness and protecting public health, while ensuring Americans have access to healthy foods and beverages, as well as nutrition education that supports American agriculture and inspires public confidence. USDA is focused on ensuring that all Americans have consistent access to the safe, healthy, affordable foods and beverages essential to optimal health and well-being. While keeping the food supply safe, the Department must also reduce food insecurity and prioritize nutrition insecurity, which emphasizes providing Americans not just calories, but calories that matter for their health and well-being, as well as taking an equity lens to the Department’s efforts to make safe, nutritious food available to all Americans.","Food, Nutrition, and Consumer Services Mission Area: How effective are FNS’s programs in improving nutrition security through access to nutritious foods?","Food, Nutrition, and Consumer Services Mission Area: How effective are FNS’s programs in improving nutrition security through access to nutritious foods?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 6.3: Promote USDA Operational Excellence Through Better Use of Technology and Shared Solutions,"The Department strives to fully leverage modern human-centered design, data, technology, and digital services to provide our internal and external customers with easy-to-navigate online tools to increase access to our critical programs and services. Enterprise-wide shared technology and data services will help increase the Department’s capacity to make data-driven policy decisions, track progress, and support evidence-building within USDA’s research and statistical agencies, while also increasing data shared with external researchers. Increasing shared services and modernizing legacy IT systems will move the Department towards a future where customer-facing programs are seamlessly integrated with back-end IT that can be continually modified in response to changing customer needs. ",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,"Agencies' efforts to improve customer experience should include systematically identifying and resolving the root causes of customer experience challenges, regardless of whether the source of such challenges is statutory, regulatory, budgetary, technological, or process-based. Furthermore, to engender public trust, agencies must ensure that their efforts appropriately maintain or enhance protections afforded under law and policy, including those related to civil rights, civil liberties, privacy, confidentiality, and information security.",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,OMB A-11,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf ,https://www.federalregister.gov/documents/2021/12/16/2021-27380/transforming-federal-customer-experience-and-service-delivery-to-rebuild-trust-in-government,USDA,EOP,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 5: Expand Opportunities for Economic Development and Improve Quality of Life in Rural and Tribal Communities,"Rural America provides our Nation’s food and energy resources, produces the fiber for goods and manufacturing, contributes more than 35% of our Nation’s military members, and operates about 80% of the Nation’s critical infrastructure lifelines. Unfortunately, it is also where the country’s majority of underserved communities and persistently poor families reside and where repeat disaster losses and climate change risks occur. It is also home to the country’s fastest aging population, as well as the majority of the Nation’s aging infrastructure. USDA is taking bold action to promote rural prosperity and economic development by providing technical assistance and financing investments in rural water, electric, broadband, housing, community facilities, local and regional food systems, and rural businesses and cooperatives. USDA will leverage funds, stimulate private-public partnerships, and collaborate with communities to increase economic opportunities in underserved communities and build rural infrastructure. This includes working with Federal partners and various stakeholder groups to help rural and Tribal communities thrive.",USDA APG: Enhance Customer Experience and Improve Trust,"Enhance the customer experience (CX) of our high impact services and increase the public’s trust by continuously listening to their feedback and implementing human-centered solutions to reduce barriers and burdens to access. By September 2023, each USDA High Impact Service Provider (HISP) will implement mechanisms to measure trust and satisfaction and establish feedback methods to collect insights to perform activities that will make measurable improvements in CX.",USDA 2022-2023 Agency Priority Goals,"GPRA, OMB A-11",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.performance.gov/agencies/USDA/apg/goal-2/ ,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 6.3: Promote USDA Operational Excellence Through Better Use of Technology and Shared Solutions,"The Department strives to fully leverage modern human-centered design, data, technology, and digital services to provide our internal and external customers with easy-to-navigate online tools to increase access to our critical programs and services. Enterprise-wide shared technology and data services will help increase the Department’s capacity to make data-driven policy decisions, track progress, and support evidence-building within USDA’s research and statistical agencies, while also increasing data shared with external researchers. Increasing shared services and modernizing legacy IT systems will move the Department towards a future where customer-facing programs are seamlessly integrated with back-end IT that can be continually modified in response to changing customer needs. ",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,"The Secretary of State, the Secretary of the Treasury, the Secretary of the Interior, the Secretary of Agriculture, the Secretary of Commerce, the Secretary of Labor, the Secretary of Health and Human Services, the Secretary of Housing and Urban Development, the Secretary of Transportation, the Secretary of Education, the Secretary of Veterans Affairs, the Secretary of Homeland Security, the Administrator of the Small Business Administration, the Commissioner of Social Security, the Administrator of General Services, the Administrator of the United States Agency for International Development, and the Director of the Office of Personnel Management shall each submit to the Director of OMB a report including an assessment of the improvements needed in each agency's customer experience management and service design capabilities in light of this order, to be prioritized within each agency's respective available and budgeted resources.",EO 14058 - Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,OMB A-11,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf ,https://www.federalregister.gov/documents/2021/12/16/2021-27380/transforming-federal-customer-experience-and-service-delivery-to-rebuild-trust-in-government,USDA,EOP,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 5: Expand Opportunities for Economic Development and Improve Quality of Life in Rural and Tribal Communities,"Rural America provides our Nation’s food and energy resources, produces the fiber for goods and manufacturing, contributes more than 35% of our Nation’s military members, and operates about 80% of the Nation’s critical infrastructure lifelines. Unfortunately, it is also where the country’s majority of underserved communities and persistently poor families reside and where repeat disaster losses and climate change risks occur. It is also home to the country’s fastest aging population, as well as the majority of the Nation’s aging infrastructure. USDA is taking bold action to promote rural prosperity and economic development by providing technical assistance and financing investments in rural water, electric, broadband, housing, community facilities, local and regional food systems, and rural businesses and cooperatives. USDA will leverage funds, stimulate private-public partnerships, and collaborate with communities to increase economic opportunities in underserved communities and build rural infrastructure. This includes working with Federal partners and various stakeholder groups to help rural and Tribal communities thrive. ",USDA Equity 1: Partner with trusted technical assistance providers,"Building on investments made in 2021, USDA will partner with trusted technical assistance providers to ensure that underserved producers have the additional support they need to access USDA programs.  This includes improved assistance and capacity for business planning, market development, financial knowledge, and other technical skills involved in successful farm management. ",USDA Equity Action Plan 2022,None,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/equity/action-plan,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 5: Expand Opportunities for Economic Development and Improve Quality of Life in Rural and Tribal Communities,"Rural America provides our Nation’s food and energy resources, produces the fiber for goods and manufacturing, contributes more than 35% of our Nation’s military members, and operates about 80% of the Nation’s critical infrastructure lifelines. Unfortunately, it is also where the country’s majority of underserved communities and persistently poor families reside and where repeat disaster losses and climate change risks occur. It is also home to the country’s fastest aging population, as well as the majority of the Nation’s aging infrastructure. USDA is taking bold action to promote rural prosperity and economic development by providing technical assistance and financing investments in rural water, electric, broadband, housing, community facilities, local and regional food systems, and rural businesses and cooperatives. USDA will leverage funds, stimulate private-public partnerships, and collaborate with communities to increase economic opportunities in underserved communities and build rural infrastructure. This includes working with Federal partners and various stakeholder groups to help rural and Tribal communities thrive.","Food, Nutrition, and Consumer Services Mission Area: What program innovations are most effective in strengthening Federal oversight and management of Federal nutrition assistance programs to further improve integrity, accountability, and customer service?","Food, Nutrition, and Consumer Services Mission Area: What program innovations are most effective in strengthening Federal oversight and management of Federal nutrition assistance programs to further improve integrity, accountability, and customer service?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 5: Expand Opportunities for Economic Development and Improve Quality of Life in Rural and Tribal Communities,"Rural America provides our Nation’s food and energy resources, produces the fiber for goods and manufacturing, contributes more than 35% of our Nation’s military members, and operates about 80% of the Nation’s critical infrastructure lifelines. Unfortunately, it is also where the country’s majority of underserved communities and persistently poor families reside and where repeat disaster losses and climate change risks occur. It is also home to the country’s fastest aging population, as well as the majority of the Nation’s aging infrastructure. USDA is taking bold action to promote rural prosperity and economic development by providing technical assistance and financing investments in rural water, electric, broadband, housing, community facilities, local and regional food systems, and rural businesses and cooperatives. USDA will leverage funds, stimulate private-public partnerships, and collaborate with communities to increase economic opportunities in underserved communities and build rural infrastructure. This includes working with Federal partners and various stakeholder groups to help rural and Tribal communities thrive.","Rural Development Mission Area: What are the short- and long-term economic and social impacts of Rural Development programs, including indirect and spillover
effects?","Rural Development Mission Area: What are the short- and long-term economic and social impacts of Rural Development programs, including indirect and spillover
effects?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 5: Expand Opportunities for Economic Development and Improve Quality of Life in Rural and Tribal Communities,"Rural America provides our Nation’s food and energy resources, produces the fiber for goods and manufacturing, contributes more than 35% of our Nation’s military members, and operates about 80% of the Nation’s critical infrastructure lifelines. Unfortunately, it is also where the country’s majority of underserved communities and persistently poor families reside and where repeat disaster losses and climate change risks occur. It is also home to the country’s fastest aging population, as well as the majority of the Nation’s aging infrastructure. USDA is taking bold action to promote rural prosperity and economic development by providing technical assistance and financing investments in rural water, electric, broadband, housing, community facilities, local and regional food systems, and rural businesses and cooperatives. USDA will leverage funds, stimulate private-public partnerships, and collaborate with communities to increase economic opportunities in underserved communities and build rural infrastructure. This includes working with Federal partners and various stakeholder groups to help rural and Tribal communities thrive.","Rural Development Mission Area: How effective are existing Rural Development initiatives (e.g., eliminating unnecessary paperwork, improving stakeholder outreach, providing technical assistance to applicants, etc.) in improving equitable program access to historically disadvantaged and underserved communities?","Rural Development Mission Area: How effective are existing Rural Development initiatives (e.g., eliminating unnecessary paperwork, improving stakeholder outreach, providing technical assistance to applicants, etc.) in improving equitable program access to historically disadvantaged and underserved communities?",USDA Learning Agenda Alignment 2022,"Evidence Act, Annual Evaluation Plan",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pd,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 SG 5: Expand Opportunities for Economic Development and Improve Quality of Life in Rural and Tribal Communities,"Rural America provides our Nation’s food and energy resources, produces the fiber for goods and manufacturing, contributes more than 35% of our Nation’s military members, and operates about 80% of the Nation’s critical infrastructure lifelines. Unfortunately, it is also where the country’s majority of underserved communities and persistently poor families reside and where repeat disaster losses and climate change risks occur. It is also home to the country’s fastest aging population, as well as the majority of the Nation’s aging infrastructure. USDA is taking bold action to promote rural prosperity and economic development by providing technical assistance and financing investments in rural water, electric, broadband, housing, community facilities, local and regional food systems, and rural businesses and cooperatives. USDA will leverage funds, stimulate private-public partnerships, and collaborate with communities to increase economic opportunities in underserved communities and build rural infrastructure. This includes working with Federal partners and various stakeholder groups to help rural and Tribal communities thrive.","USDA APG: Ensure All Americans have Access to High-speed, Affordable Broadband","By September 30, 2023, the Departments of Agriculture and Commerce will expand affordable and reliable access to broadband service by funding projects, which, when completed, will provide at least 550,000 households with reliable and affordable access to high quality internet service. This will be achieved through investment in broadband infrastructure and related activities, accompanied by outreach and technical assistance, in coordination with applicable Federal agencies, to promote American household accessibility to affordable, reliable, high-speed internet service.",USDA 2022-2023 Agency Priority Goals,"GPRA, OMB A-11",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.performance.gov/agencies/USDA/apg/goal-2/ ,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,"USDA 2022 SG 6: Attract, Inspire, and Retain an Engaged and Motivated Workforce that’s Proud to Represent USDA","At USDA, we are committed to reaching new heights by recruiting, onboarding, supporting, and retaining a diverse and talented workforce and cultivating a workplace environment that is collaborative, service oriented, mission-centered, healthy, inclusive, and welcoming. This includes leaders and staff who work together to build a culture that welcomes, respects, and supports everyone in reaching their highest potential by ensuring equal opportunity compliance, providing proactive civil rights, and championing USDA’s zero tolerance policy for unlawful discrimination and sexual harassment for all employees. We believe this focus on organizational culture will enable us to build the USDA back better as a premier organization and model employer that lives by its values.",USDA APG: Enhance Customer Experience and Improve Trust,"Enhance the customer experience (CX) of our high impact services and increase the public’s trust by continuously listening to their feedback and implementing human-centered solutions to reduce barriers and burdens to access. By September 2023, each USDA High Impact Service Provider (HISP) will implement mechanisms to measure trust and satisfaction and establish feedback methods to collect insights to perform activities that will make measurable improvements in CX.",USDA 2022-2023 Agency Priority Goals,"GPRA, OMB A-11",https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.performance.gov/agencies/USDA/apg/goal-2/ ,USDA,USDA,,,,,,,,,,,,,,,,,
USDA Strategic Plan 2022-2026,USDA 2022 1.2: Lead Efforts to Adapt to the Consequences of Climate Change in Agriculture and Forestry,"All farmers, ranchers, and forest landowners are on the front lines of climate change, facing changes in temperature and precipitation patterns and more frequent and intense events such as floods, drought, hurricanes, and wildfires. More than ever, their planning efforts and decision-making need to account for the impacts of climate change. Climate adaptation on the part of USDA will ensure that climate change thinking is integrated throughout USDA’s mission, programs, operations, and management. USDA will continue to be a leader in the delivery of climate-smart science, research, and conservation practices, including through the USDA Climate Hubs. ",Limiting the Federal Government’s Fiscal Exposure by Better Managing Climate Change Risks (Federal Insurance Programs),"To reduce its fiscal exposure to climate change, the federal government needs a cohesive, strategic approach with strong leadership and the authority to manage risks across the entire range of related federal activities.",GAO 2021 High Risk List,GAO Report,https://www.usda.gov/sites/default/files/documents/usda-fy-2022-2026-strategic-plan.pdf,https://www.gao.gov/assets/gao-21-119sp.pdf,USDA,GAO,,,,,,,,,,,,,,,,,
