external_id,question_1,positive_effectiveness,positive_ease,positive_efficiency,positive_transparency,positive_humanity,positive_employee,positive_other,negative_effectiveness,negative_ease,negative_efficiency,negative_transparency,negative_humanity,negative_employee,negative_other,question_4
752,Data 752-1,Data 752-2,Data 752-3,Data 752-4,Data 752-5,Data 752-6,Data 752-7,Data 752-8,Data 752-9,Data 752-10,Data 752-11,Data 752-12,Data 752-12,Data 752-12,Data 752-12,Data 752-12
753,Data 753-1,Data 753-2,Data 753-3,Data 753-4,Data 753-5,Data 753-6,Data 753-7,Data 753-8,Data 753-9,Data 753-10,Data 753-11,Data 753-12,Data 753-12,Data 753-12,Data 753-12,Data 753-12
754,Data 754-1,Data 754-2,Data 754-3,Data 754-4,Data 754-5,Data 754-6,Data 754-7,Data 754-8,Data 754-9,Data 754-10,Data 754-11,Data 754-12,Data 754-12,Data 754-12,Data 754-12,Data 754-12
755,Data 755-1,Data 755-2,Data 755-3,Data 755-4,Data 755-5,Data 755-6,Data 755-7,Data 755-8,Data 755-9,Data 755-10,Data 755-11,Data 755-12,Data 755-12,Data 755-12,Data 755-12,Data 755-12
756,Data 756-1,Data 756-2,Data 756-3,Data 756-4,Data 756-5,Data 756-6,Data 756-7,Data 756-8,Data 756-9,Data 756-10,Data 756-11,Data 756-12,Data 756-12,Data 756-12,Data 756-12,Data 756-12
757,Data 757-1,Data 757-2,Data 757-3,Data 757-4,Data 757-5,Data 757-6,Data 757-7,Data 757-8,Data 757-9,Data 757-10,Data 757-11,Data 757-12,Data 757-12,Data 757-12,Data 757-12,Data 757-12
758,Data 758-1,Data 758-2,Data 758-3,Data 758-4,Data 758-5,Data 758-6,Data 758-7,Data 758-8,Data 758-9,Data 758-10,Data 758-11,Data 758-12,Data 758-12,Data 758-12,Data 758-12,Data 758-12
759,Data 759-1,Data 759-2,Data 759-3,Data 759-4,Data 759-5,Data 759-6,Data 759-7,Data 759-8,Data 759-9,Data 759-10,Data 759-11,Data 759-12,Data 759-12,Data 759-12,Data 759-12,Data 759-12
760,Data 760-1,Data 760-2,Data 760-3,Data 760-4,Data 760-5,Data 760-6,Data 760-7,Data 760-8,Data 760-9,Data 760-10,Data 760-11,Data 760-12,Data 760-12,Data 760-12,Data 760-12,Data 760-12
761,Data 761-1,Data 761-2,Data 761-3,Data 761-4,Data 761-5,Data 761-6,Data 761-7,Data 761-8,Data 761-9,Data 761-10,Data 761-11,Data 761-12,Data 761-12,Data 761-12,Data 761-12,Data 761-12
762,Data 762-1,Data 762-2,Data 762-3,Data 762-4,Data 762-5,Data 762-6,Data 762-7,Data 762-8,Data 762-9,Data 762-10,Data 762-11,Data 762-12,Data 762-12,Data 762-12,Data 762-12,Data 762-12
763,Data 763-1,Data 763-2,Data 763-3,Data 763-4,Data 763-5,Data 763-6,Data 763-7,Data 763-8,Data 763-9,Data 763-10,Data 763-11,Data 763-12,Data 763-12,Data 763-12,Data 763-12,Data 763-12
764,Data 764-1,Data 764-2,Data 764-3,Data 764-4,Data 764-5,Data 764-6,Data 764-7,Data 764-8,Data 764-9,Data 764-10,Data 764-11,Data 764-12,Data 764-12,Data 764-12,Data 764-12,Data 764-12
765,Data 765-1,Data 765-2,Data 765-3,Data 765-4,Data 765-5,Data 765-6,Data 765-7,Data 765-8,Data 765-9,Data 765-10,Data 765-11,Data 765-12,Data 765-12,Data 765-12,Data 765-12,Data 765-12
766,Data 766-1,Data 766-2,Data 766-3,Data 766-4,Data 766-5,Data 766-6,Data 766-7,Data 766-8,Data 766-9,Data 766-10,Data 766-11,Data 766-12,Data 766-12,Data 766-12,Data 766-12,Data 766-12
767,Data 767-1,Data 767-2,Data 767-3,Data 767-4,Data 767-5,Data 767-6,Data 767-7,Data 767-8,Data 767-9,Data 767-10,Data 767-11,Data 767-12,Data 767-12,Data 767-12,Data 767-12,Data 767-12
768,Data 768-1,Data 768-2,Data 768-3,Data 768-4,Data 768-5,Data 768-6,Data 768-7,Data 768-8,Data 768-9,Data 768-10,Data 768-11,Data 768-12,Data 768-12,Data 768-12,Data 768-12,Data 768-12
769,Data 769-1,Data 769-2,Data 769-3,Data 769-4,Data 769-5,Data 769-6,Data 769-7,Data 769-8,Data 769-9,Data 769-10,Data 769-11,Data 769-12,Data 769-12,Data 769-12,Data 769-12,Data 769-12
770,Data 770-1,Data 770-2,Data 770-3,Data 770-4,Data 770-5,Data 770-6,Data 770-7,Data 770-8,Data 770-9,Data 770-10,Data 770-11,Data 770-12,Data 770-12,Data 770-12,Data 770-12,Data 770-12
771,Data 771-1,Data 771-2,Data 771-3,Data 771-4,Data 771-5,Data 771-6,Data 771-7,Data 771-8,Data 771-9,Data 771-10,Data 771-11,Data 771-12,Data 771-12,Data 771-12,Data 771-12,Data 771-12
772,Data 772-1,Data 772-2,Data 772-3,Data 772-4,Data 772-5,Data 772-6,Data 772-7,Data 772-8,Data 772-9,Data 772-10,Data 772-11,Data 772-12,Data 772-12,Data 772-12,Data 772-12,Data 772-12
773,Data 773-1,Data 773-2,Data 773-3,Data 773-4,Data 773-5,Data 773-6,Data 773-7,Data 773-8,Data 773-9,Data 773-10,Data 773-11,Data 773-12,Data 773-12,Data 773-12,Data 773-12,Data 773-12
774,Data 774-1,Data 774-2,Data 774-3,Data 774-4,Data 774-5,Data 774-6,Data 774-7,Data 774-8,Data 774-9,Data 774-10,Data 774-11,Data 774-12,Data 774-12,Data 774-12,Data 774-12,Data 774-12
775,Data 775-1,Data 775-2,Data 775-3,Data 775-4,Data 775-5,Data 775-6,Data 775-7,Data 775-8,Data 775-9,Data 775-10,Data 775-11,Data 775-12,Data 775-12,Data 775-12,Data 775-12,Data 775-12
776,Data 776-1,Data 776-2,Data 776-3,Data 776-4,Data 776-5,Data 776-6,Data 776-7,Data 776-8,Data 776-9,Data 776-10,Data 776-11,Data 776-12,Data 776-12,Data 776-12,Data 776-12,Data 776-12
777,Data 777-1,Data 777-2,Data 777-3,Data 777-4,Data 777-5,Data 777-6,Data 777-7,Data 777-8,Data 777-9,Data 777-10,Data 777-11,Data 777-12,Data 777-12,Data 777-12,Data 777-12,Data 777-12
778,Data 778-1,Data 778-2,Data 778-3,Data 778-4,Data 778-5,Data 778-6,Data 778-7,Data 778-8,Data 778-9,Data 778-10,Data 778-11,Data 778-12,Data 778-12,Data 778-12,Data 778-12,Data 778-12
779,Data 779-1,Data 779-2,Data 779-3,Data 779-4,Data 779-5,Data 779-6,Data 779-7,Data 779-8,Data 779-9,Data 779-10,Data 779-11,Data 779-12,Data 779-12,Data 779-12,Data 779-12,Data 779-12
780,Data 780-1,Data 780-2,Data 780-3,Data 780-4,Data 780-5,Data 780-6,Data 780-7,Data 780-8,Data 780-9,Data 780-10,Data 780-11,Data 780-12,Data 780-12,Data 780-12,Data 780-12,Data 780-12
781,Data 781-1,Data 781-2,Data 781-3,Data 781-4,Data 781-5,Data 781-6,Data 781-7,Data 781-8,Data 781-9,Data 781-10,Data 781-11,Data 781-12,Data 781-12,Data 781-12,Data 781-12,Data 781-12
782,Data 782-1,Data 782-2,Data 782-3,Data 782-4,Data 782-5,Data 782-6,Data 782-7,Data 782-8,Data 782-9,Data 782-10,Data 782-11,Data 782-12,Data 782-12,Data 782-12,Data 782-12,Data 782-12
783,Data 783-1,Data 783-2,Data 783-3,Data 783-4,Data 783-5,Data 783-6,Data 783-7,Data 783-8,Data 783-9,Data 783-10,Data 783-11,Data 783-12,Data 783-12,Data 783-12,Data 783-12,Data 783-12
784,Data 784-1,Data 784-2,Data 784-3,Data 784-4,Data 784-5,Data 784-6,Data 784-7,Data 784-8,Data 784-9,Data 784-10,Data 784-11,Data 784-12,Data 784-12,Data 784-12,Data 784-12,Data 784-12
785,Data 785-1,Data 785-2,Data 785-3,Data 785-4,Data 785-5,Data 785-6,Data 785-7,Data 785-8,Data 785-9,Data 785-10,Data 785-11,Data 785-12,Data 785-12,Data 785-12,Data 785-12,Data 785-12
786,Data 786-1,Data 786-2,Data 786-3,Data 786-4,Data 786-5,Data 786-6,Data 786-7,Data 786-8,Data 786-9,Data 786-10,Data 786-11,Data 786-12,Data 786-12,Data 786-12,Data 786-12,Data 786-12
787,Data 787-1,Data 787-2,Data 787-3,Data 787-4,Data 787-5,Data 787-6,Data 787-7,Data 787-8,Data 787-9,Data 787-10,Data 787-11,Data 787-12,Data 787-12,Data 787-12,Data 787-12,Data 787-12
788,Data 788-1,Data 788-2,Data 788-3,Data 788-4,Data 788-5,Data 788-6,Data 788-7,Data 788-8,Data 788-9,Data 788-10,Data 788-11,Data 788-12,Data 788-12,Data 788-12,Data 788-12,Data 788-12
789,Data 789-1,Data 789-2,Data 789-3,Data 789-4,Data 789-5,Data 789-6,Data 789-7,Data 789-8,Data 789-9,Data 789-10,Data 789-11,Data 789-12,Data 789-12,Data 789-12,Data 789-12,Data 789-12
790,Data 790-1,Data 790-2,Data 790-3,Data 790-4,Data 790-5,Data 790-6,Data 790-7,Data 790-8,Data 790-9,Data 790-10,Data 790-11,Data 790-12,Data 790-12,Data 790-12,Data 790-12,Data 790-12
791,Data 791-1,Data 791-2,Data 791-3,Data 791-4,Data 791-5,Data 791-6,Data 791-7,Data 791-8,Data 791-9,Data 791-10,Data 791-11,Data 791-12,Data 791-12,Data 791-12,Data 791-12,Data 791-12
792,Data 792-1,Data 792-2,Data 792-3,Data 792-4,Data 792-5,Data 792-6,Data 792-7,Data 792-8,Data 792-9,Data 792-10,Data 792-11,Data 792-12,Data 792-12,Data 792-12,Data 792-12,Data 792-12
793,Data 793-1,Data 793-2,Data 793-3,Data 793-4,Data 793-5,Data 793-6,Data 793-7,Data 793-8,Data 793-9,Data 793-10,Data 793-11,Data 793-12,Data 793-12,Data 793-12,Data 793-12,Data 793-12
794,Data 794-1,Data 794-2,Data 794-3,Data 794-4,Data 794-5,Data 794-6,Data 794-7,Data 794-8,Data 794-9,Data 794-10,Data 794-11,Data 794-12,Data 794-12,Data 794-12,Data 794-12,Data 794-12
795,Data 795-1,Data 795-2,Data 795-3,Data 795-4,Data 795-5,Data 795-6,Data 795-7,Data 795-8,Data 795-9,Data 795-10,Data 795-11,Data 795-12,Data 795-12,Data 795-12,Data 795-12,Data 795-12
796,Data 796-1,Data 796-2,Data 796-3,Data 796-4,Data 796-5,Data 796-6,Data 796-7,Data 796-8,Data 796-9,Data 796-10,Data 796-11,Data 796-12,Data 796-12,Data 796-12,Data 796-12,Data 796-12
797,Data 797-1,Data 797-2,Data 797-3,Data 797-4,Data 797-5,Data 797-6,Data 797-7,Data 797-8,Data 797-9,Data 797-10,Data 797-11,Data 797-12,Data 797-12,Data 797-12,Data 797-12,Data 797-12
798,Data 798-1,Data 798-2,Data 798-3,Data 798-4,Data 798-5,Data 798-6,Data 798-7,Data 798-8,Data 798-9,Data 798-10,Data 798-11,Data 798-12,Data 798-12,Data 798-12,Data 798-12,Data 798-12
799,Data 799-1,Data 799-2,Data 799-3,Data 799-4,Data 799-5,Data 799-6,Data 799-7,Data 799-8,Data 799-9,Data 799-10,Data 799-11,Data 799-12,Data 799-12,Data 799-12,Data 799-12,Data 799-12
800,Data 800-1,Data 800-2,Data 800-3,Data 800-4,Data 800-5,Data 800-6,Data 800-7,Data 800-8,Data 800-9,Data 800-10,Data 800-11,Data 800-12,Data 800-12,Data 800-12,Data 800-12,Data 800-12
801,Data 801-1,Data 801-2,Data 801-3,Data 801-4,Data 801-5,Data 801-6,Data 801-7,Data 801-8,Data 801-9,Data 801-10,Data 801-11,Data 801-12,Data 801-12,Data 801-12,Data 801-12,Data 801-12
802,Data 802-1,Data 802-2,Data 802-3,Data 802-4,Data 802-5,Data 802-6,Data 802-7,Data 802-8,Data 802-9,Data 802-10,Data 802-11,Data 802-12,Data 802-12,Data 802-12,Data 802-12,Data 802-12
803,Data 803-1,Data 803-2,Data 803-3,Data 803-4,Data 803-5,Data 803-6,Data 803-7,Data 803-8,Data 803-9,Data 803-10,Data 803-11,Data 803-12,Data 803-12,Data 803-12,Data 803-12,Data 803-12
804,Data 804-1,Data 804-2,Data 804-3,Data 804-4,Data 804-5,Data 804-6,Data 804-7,Data 804-8,Data 804-9,Data 804-10,Data 804-11,Data 804-12,Data 804-12,Data 804-12,Data 804-12,Data 804-12
805,Data 805-1,Data 805-2,Data 805-3,Data 805-4,Data 805-5,Data 805-6,Data 805-7,Data 805-8,Data 805-9,Data 805-10,Data 805-11,Data 805-12,Data 805-12,Data 805-12,Data 805-12,Data 805-12
806,Data 806-1,Data 806-2,Data 806-3,Data 806-4,Data 806-5,Data 806-6,Data 806-7,Data 806-8,Data 806-9,Data 806-10,Data 806-11,Data 806-12,Data 806-12,Data 806-12,Data 806-12,Data 806-12
807,Data 807-1,Data 807-2,Data 807-3,Data 807-4,Data 807-5,Data 807-6,Data 807-7,Data 807-8,Data 807-9,Data 807-10,Data 807-11,Data 807-12,Data 807-12,Data 807-12,Data 807-12,Data 807-12
808,Data 808-1,Data 808-2,Data 808-3,Data 808-4,Data 808-5,Data 808-6,Data 808-7,Data 808-8,Data 808-9,Data 808-10,Data 808-11,Data 808-12,Data 808-12,Data 808-12,Data 808-12,Data 808-12
809,Data 809-1,Data 809-2,Data 809-3,Data 809-4,Data 809-5,Data 809-6,Data 809-7,Data 809-8,Data 809-9,Data 809-10,Data 809-11,Data 809-12,Data 809-12,Data 809-12,Data 809-12,Data 809-12
810,Data 810-1,Data 810-2,Data 810-3,Data 810-4,Data 810-5,Data 810-6,Data 810-7,Data 810-8,Data 810-9,Data 810-10,Data 810-11,Data 810-12,Data 810-12,Data 810-12,Data 810-12,Data 810-12
811,Data 811-1,Data 811-2,Data 811-3,Data 811-4,Data 811-5,Data 811-6,Data 811-7,Data 811-8,Data 811-9,Data 811-10,Data 811-11,Data 811-12,Data 811-12,Data 811-12,Data 811-12,Data 811-12
812,Data 812-1,Data 812-2,Data 812-3,Data 812-4,Data 812-5,Data 812-6,Data 812-7,Data 812-8,Data 812-9,Data 812-10,Data 812-11,Data 812-12,Data 812-12,Data 812-12,Data 812-12,Data 812-12
813,Data 813-1,Data 813-2,Data 813-3,Data 813-4,Data 813-5,Data 813-6,Data 813-7,Data 813-8,Data 813-9,Data 813-10,Data 813-11,Data 813-12,Data 813-12,Data 813-12,Data 813-12,Data 813-12
814,Data 814-1,Data 814-2,Data 814-3,Data 814-4,Data 814-5,Data 814-6,Data 814-7,Data 814-8,Data 814-9,Data 814-10,Data 814-11,Data 814-12,Data 814-12,Data 814-12,Data 814-12,Data 814-12
815,Data 815-1,Data 815-2,Data 815-3,Data 815-4,Data 815-5,Data 815-6,Data 815-7,Data 815-8,Data 815-9,Data 815-10,Data 815-11,Data 815-12,Data 815-12,Data 815-12,Data 815-12,Data 815-12
816,Data 816-1,Data 816-2,Data 816-3,Data 816-4,Data 816-5,Data 816-6,Data 816-7,Data 816-8,Data 816-9,Data 816-10,Data 816-11,Data 816-12,Data 816-12,Data 816-12,Data 816-12,Data 816-12
817,Data 817-1,Data 817-2,Data 817-3,Data 817-4,Data 817-5,Data 817-6,Data 817-7,Data 817-8,Data 817-9,Data 817-10,Data 817-11,Data 817-12,Data 817-12,Data 817-12,Data 817-12,Data 817-12
818,Data 818-1,Data 818-2,Data 818-3,Data 818-4,Data 818-5,Data 818-6,Data 818-7,Data 818-8,Data 818-9,Data 818-10,Data 818-11,Data 818-12,Data 818-12,Data 818-12,Data 818-12,Data 818-12
819,Data 819-1,Data 819-2,Data 819-3,Data 819-4,Data 819-5,Data 819-6,Data 819-7,Data 819-8,Data 819-9,Data 819-10,Data 819-11,Data 819-12,Data 819-12,Data 819-12,Data 819-12,Data 819-12
820,Data 820-1,Data 820-2,Data 820-3,Data 820-4,Data 820-5,Data 820-6,Data 820-7,Data 820-8,Data 820-9,Data 820-10,Data 820-11,Data 820-12,Data 820-12,Data 820-12,Data 820-12,Data 820-12
821,Data 821-1,Data 821-2,Data 821-3,Data 821-4,Data 821-5,Data 821-6,Data 821-7,Data 821-8,Data 821-9,Data 821-10,Data 821-11,Data 821-12,Data 821-12,Data 821-12,Data 821-12,Data 821-12
822,Data 822-1,Data 822-2,Data 822-3,Data 822-4,Data 822-5,Data 822-6,Data 822-7,Data 822-8,Data 822-9,Data 822-10,Data 822-11,Data 822-12,Data 822-12,Data 822-12,Data 822-12,Data 822-12
823,Data 823-1,Data 823-2,Data 823-3,Data 823-4,Data 823-5,Data 823-6,Data 823-7,Data 823-8,Data 823-9,Data 823-10,Data 823-11,Data 823-12,Data 823-12,Data 823-12,Data 823-12,Data 823-12
824,Data 824-1,Data 824-2,Data 824-3,Data 824-4,Data 824-5,Data 824-6,Data 824-7,Data 824-8,Data 824-9,Data 824-10,Data 824-11,Data 824-12,Data 824-12,Data 824-12,Data 824-12,Data 824-12
825,Data 825-1,Data 825-2,Data 825-3,Data 825-4,Data 825-5,Data 825-6,Data 825-7,Data 825-8,Data 825-9,Data 825-10,Data 825-11,Data 825-12,Data 825-12,Data 825-12,Data 825-12,Data 825-12
826,Data 826-1,Data 826-2,Data 826-3,Data 826-4,Data 826-5,Data 826-6,Data 826-7,Data 826-8,Data 826-9,Data 826-10,Data 826-11,Data 826-12,Data 826-12,Data 826-12,Data 826-12,Data 826-12
827,Data 827-1,Data 827-2,Data 827-3,Data 827-4,Data 827-5,Data 827-6,Data 827-7,Data 827-8,Data 827-9,Data 827-10,Data 827-11,Data 827-12,Data 827-12,Data 827-12,Data 827-12,Data 827-12
828,Data 828-1,Data 828-2,Data 828-3,Data 828-4,Data 828-5,Data 828-6,Data 828-7,Data 828-8,Data 828-9,Data 828-10,Data 828-11,Data 828-12,Data 828-12,Data 828-12,Data 828-12,Data 828-12
829,Data 829-1,Data 829-2,Data 829-3,Data 829-4,Data 829-5,Data 829-6,Data 829-7,Data 829-8,Data 829-9,Data 829-10,Data 829-11,Data 829-12,Data 829-12,Data 829-12,Data 829-12,Data 829-12
830,Data 830-1,Data 830-2,Data 830-3,Data 830-4,Data 830-5,Data 830-6,Data 830-7,Data 830-8,Data 830-9,Data 830-10,Data 830-11,Data 830-12,Data 830-12,Data 830-12,Data 830-12,Data 830-12
831,Data 831-1,Data 831-2,Data 831-3,Data 831-4,Data 831-5,Data 831-6,Data 831-7,Data 831-8,Data 831-9,Data 831-10,Data 831-11,Data 831-12,Data 831-12,Data 831-12,Data 831-12,Data 831-12
832,Data 832-1,Data 832-2,Data 832-3,Data 832-4,Data 832-5,Data 832-6,Data 832-7,Data 832-8,Data 832-9,Data 832-10,Data 832-11,Data 832-12,Data 832-12,Data 832-12,Data 832-12,Data 832-12
833,Data 833-1,Data 833-2,Data 833-3,Data 833-4,Data 833-5,Data 833-6,Data 833-7,Data 833-8,Data 833-9,Data 833-10,Data 833-11,Data 833-12,Data 833-12,Data 833-12,Data 833-12,Data 833-12
834,Data 834-1,Data 834-2,Data 834-3,Data 834-4,Data 834-5,Data 834-6,Data 834-7,Data 834-8,Data 834-9,Data 834-10,Data 834-11,Data 834-12,Data 834-12,Data 834-12,Data 834-12,Data 834-12
835,Data 835-1,Data 835-2,Data 835-3,Data 835-4,Data 835-5,Data 835-6,Data 835-7,Data 835-8,Data 835-9,Data 835-10,Data 835-11,Data 835-12,Data 835-12,Data 835-12,Data 835-12,Data 835-12
836,Data 836-1,Data 836-2,Data 836-3,Data 836-4,Data 836-5,Data 836-6,Data 836-7,Data 836-8,Data 836-9,Data 836-10,Data 836-11,Data 836-12,Data 836-12,Data 836-12,Data 836-12,Data 836-12
837,Data 837-1,Data 837-2,Data 837-3,Data 837-4,Data 837-5,Data 837-6,Data 837-7,Data 837-8,Data 837-9,Data 837-10,Data 837-11,Data 837-12,Data 837-12,Data 837-12,Data 837-12,Data 837-12
838,Data 838-1,Data 838-2,Data 838-3,Data 838-4,Data 838-5,Data 838-6,Data 838-7,Data 838-8,Data 838-9,Data 838-10,Data 838-11,Data 838-12,Data 838-12,Data 838-12,Data 838-12,Data 838-12
839,Data 839-1,Data 839-2,Data 839-3,Data 839-4,Data 839-5,Data 839-6,Data 839-7,Data 839-8,Data 839-9,Data 839-10,Data 839-11,Data 839-12,Data 839-12,Data 839-12,Data 839-12,Data 839-12
840,Data 840-1,Data 840-2,Data 840-3,Data 840-4,Data 840-5,Data 840-6,Data 840-7,Data 840-8,Data 840-9,Data 840-10,Data 840-11,Data 840-12,Data 840-12,Data 840-12,Data 840-12,Data 840-12
841,Data 841-1,Data 841-2,Data 841-3,Data 841-4,Data 841-5,Data 841-6,Data 841-7,Data 841-8,Data 841-9,Data 841-10,Data 841-11,Data 841-12,Data 841-12,Data 841-12,Data 841-12,Data 841-12
842,Data 842-1,Data 842-2,Data 842-3,Data 842-4,Data 842-5,Data 842-6,Data 842-7,Data 842-8,Data 842-9,Data 842-10,Data 842-11,Data 842-12,Data 842-12,Data 842-12,Data 842-12,Data 842-12
843,Data 843-1,Data 843-2,Data 843-3,Data 843-4,Data 843-5,Data 843-6,Data 843-7,Data 843-8,Data 843-9,Data 843-10,Data 843-11,Data 843-12,Data 843-12,Data 843-12,Data 843-12,Data 843-12
844,Data 844-1,Data 844-2,Data 844-3,Data 844-4,Data 844-5,Data 844-6,Data 844-7,Data 844-8,Data 844-9,Data 844-10,Data 844-11,Data 844-12,Data 844-12,Data 844-12,Data 844-12,Data 844-12
845,Data 845-1,Data 845-2,Data 845-3,Data 845-4,Data 845-5,Data 845-6,Data 845-7,Data 845-8,Data 845-9,Data 845-10,Data 845-11,Data 845-12,Data 845-12,Data 845-12,Data 845-12,Data 845-12
846,Data 846-1,Data 846-2,Data 846-3,Data 846-4,Data 846-5,Data 846-6,Data 846-7,Data 846-8,Data 846-9,Data 846-10,Data 846-11,Data 846-12,Data 846-12,Data 846-12,Data 846-12,Data 846-12
847,Data 847-1,Data 847-2,Data 847-3,Data 847-4,Data 847-5,Data 847-6,Data 847-7,Data 847-8,Data 847-9,Data 847-10,Data 847-11,Data 847-12,Data 847-12,Data 847-12,Data 847-12,Data 847-12
848,Data 848-1,Data 848-2,Data 848-3,Data 848-4,Data 848-5,Data 848-6,Data 848-7,Data 848-8,Data 848-9,Data 848-10,Data 848-11,Data 848-12,Data 848-12,Data 848-12,Data 848-12,Data 848-12
849,Data 849-1,Data 849-2,Data 849-3,Data 849-4,Data 849-5,Data 849-6,Data 849-7,Data 849-8,Data 849-9,Data 849-10,Data 849-11,Data 849-12,Data 849-12,Data 849-12,Data 849-12,Data 849-12
850,Data 850-1,Data 850-2,Data 850-3,Data 850-4,Data 850-5,Data 850-6,Data 850-7,Data 850-8,Data 850-9,Data 850-10,Data 850-11,Data 850-12,Data 850-12,Data 850-12,Data 850-12,Data 850-12
851,Data 851-1,Data 851-2,Data 851-3,Data 851-4,Data 851-5,Data 851-6,Data 851-7,Data 851-8,Data 851-9,Data 851-10,Data 851-11,Data 851-12,Data 851-12,Data 851-12,Data 851-12,Data 851-12
852,Data 852-1,Data 852-2,Data 852-3,Data 852-4,Data 852-5,Data 852-6,Data 852-7,Data 852-8,Data 852-9,Data 852-10,Data 852-11,Data 852-12,Data 852-12,Data 852-12,Data 852-12,Data 852-12
853,Data 853-1,Data 853-2,Data 853-3,Data 853-4,Data 853-5,Data 853-6,Data 853-7,Data 853-8,Data 853-9,Data 853-10,Data 853-11,Data 853-12,Data 853-12,Data 853-12,Data 853-12,Data 853-12
854,Data 854-1,Data 854-2,Data 854-3,Data 854-4,Data 854-5,Data 854-6,Data 854-7,Data 854-8,Data 854-9,Data 854-10,Data 854-11,Data 854-12,Data 854-12,Data 854-12,Data 854-12,Data 854-12
855,Data 855-1,Data 855-2,Data 855-3,Data 855-4,Data 855-5,Data 855-6,Data 855-7,Data 855-8,Data 855-9,Data 855-10,Data 855-11,Data 855-12,Data 855-12,Data 855-12,Data 855-12,Data 855-12
856,Data 856-1,Data 856-2,Data 856-3,Data 856-4,Data 856-5,Data 856-6,Data 856-7,Data 856-8,Data 856-9,Data 856-10,Data 856-11,Data 856-12,Data 856-12,Data 856-12,Data 856-12,Data 856-12
857,Data 857-1,Data 857-2,Data 857-3,Data 857-4,Data 857-5,Data 857-6,Data 857-7,Data 857-8,Data 857-9,Data 857-10,Data 857-11,Data 857-12,Data 857-12,Data 857-12,Data 857-12,Data 857-12
858,Data 858-1,Data 858-2,Data 858-3,Data 858-4,Data 858-5,Data 858-6,Data 858-7,Data 858-8,Data 858-9,Data 858-10,Data 858-11,Data 858-12,Data 858-12,Data 858-12,Data 858-12,Data 858-12
859,Data 859-1,Data 859-2,Data 859-3,Data 859-4,Data 859-5,Data 859-6,Data 859-7,Data 859-8,Data 859-9,Data 859-10,Data 859-11,Data 859-12,Data 859-12,Data 859-12,Data 859-12,Data 859-12
860,Data 860-1,Data 860-2,Data 860-3,Data 860-4,Data 860-5,Data 860-6,Data 860-7,Data 860-8,Data 860-9,Data 860-10,Data 860-11,Data 860-12,Data 860-12,Data 860-12,Data 860-12,Data 860-12
861,Data 861-1,Data 861-2,Data 861-3,Data 861-4,Data 861-5,Data 861-6,Data 861-7,Data 861-8,Data 861-9,Data 861-10,Data 861-11,Data 861-12,Data 861-12,Data 861-12,Data 861-12,Data 861-12
862,Data 862-1,Data 862-2,Data 862-3,Data 862-4,Data 862-5,Data 862-6,Data 862-7,Data 862-8,Data 862-9,Data 862-10,Data 862-11,Data 862-12,Data 862-12,Data 862-12,Data 862-12,Data 862-12
863,Data 863-1,Data 863-2,Data 863-3,Data 863-4,Data 863-5,Data 863-6,Data 863-7,Data 863-8,Data 863-9,Data 863-10,Data 863-11,Data 863-12,Data 863-12,Data 863-12,Data 863-12,Data 863-12
864,Data 864-1,Data 864-2,Data 864-3,Data 864-4,Data 864-5,Data 864-6,Data 864-7,Data 864-8,Data 864-9,Data 864-10,Data 864-11,Data 864-12,Data 864-12,Data 864-12,Data 864-12,Data 864-12
865,Data 865-1,Data 865-2,Data 865-3,Data 865-4,Data 865-5,Data 865-6,Data 865-7,Data 865-8,Data 865-9,Data 865-10,Data 865-11,Data 865-12,Data 865-12,Data 865-12,Data 865-12,Data 865-12
866,Data 866-1,Data 866-2,Data 866-3,Data 866-4,Data 866-5,Data 866-6,Data 866-7,Data 866-8,Data 866-9,Data 866-10,Data 866-11,Data 866-12,Data 866-12,Data 866-12,Data 866-12,Data 866-12
867,Data 867-1,Data 867-2,Data 867-3,Data 867-4,Data 867-5,Data 867-6,Data 867-7,Data 867-8,Data 867-9,Data 867-10,Data 867-11,Data 867-12,Data 867-12,Data 867-12,Data 867-12,Data 867-12
868,Data 868-1,Data 868-2,Data 868-3,Data 868-4,Data 868-5,Data 868-6,Data 868-7,Data 868-8,Data 868-9,Data 868-10,Data 868-11,Data 868-12,Data 868-12,Data 868-12,Data 868-12,Data 868-12
869,Data 869-1,Data 869-2,Data 869-3,Data 869-4,Data 869-5,Data 869-6,Data 869-7,Data 869-8,Data 869-9,Data 869-10,Data 869-11,Data 869-12,Data 869-12,Data 869-12,Data 869-12,Data 869-12
870,Data 870-1,Data 870-2,Data 870-3,Data 870-4,Data 870-5,Data 870-6,Data 870-7,Data 870-8,Data 870-9,Data 870-10,Data 870-11,Data 870-12,Data 870-12,Data 870-12,Data 870-12,Data 870-12
871,Data 871-1,Data 871-2,Data 871-3,Data 871-4,Data 871-5,Data 871-6,Data 871-7,Data 871-8,Data 871-9,Data 871-10,Data 871-11,Data 871-12,Data 871-12,Data 871-12,Data 871-12,Data 871-12
872,Data 872-1,Data 872-2,Data 872-3,Data 872-4,Data 872-5,Data 872-6,Data 872-7,Data 872-8,Data 872-9,Data 872-10,Data 872-11,Data 872-12,Data 872-12,Data 872-12,Data 872-12,Data 872-12
